,명사,빈도
3388,조이스틱,8
3389,휴대,1
3390,용게,1
3391,임기,1
3392,빽빽,1
3393,불금,1
3394,칼퇴,1
3395,썻을껄,1
3396,엑박,4
3397,다인,1
3398,미처,1
3399,고려,6
3400,시전,5
3401,대환영,1
3402,햄버거,1
3403,임비,1
3404,버거,3
3405,고기,2
3406,비건,2
3407,꼰대질,1
3408,운동,1
3409,엄두,1
3410,망상,2
3411,권유,2
3412,믿음,1
3413,씨바,1
3414,공짜,1
3415,꼽,1
3416,졉,1
3417,듣기,2
3418,염,2
3419,차이점,3
3420,개정,2
3421,도의,1
3422,단축키,1
3423,지럴,1
3424,거슬러,1
3425,박페,1
3426,뻘소리,1
3427,부러,3
3428,서랍,1
3429,정수리,1
3430,탈모,4
3431,중인,4
3432,남자라면,1
3433,숱,1
3434,아들,2
3435,리얼,1
3436,른셰우,1
3437,토츠두등,1
3438,직강,1
3439,무정,1
3440,제곧내,1
3441,실현,3
3442,적의,1
3443,남아,2
3444,뱃속,2
3445,울버린,1
3446,우르,1
3447,줜,2
3448,누,4
3449,열정,2
3450,거도,4
3451,여간,1
3452,단체,1
3453,보이지,1
3454,캐릭터,2
3455,이동키,1
3456,탭하,1
3457,좌,1
3458,드래그,1
3459,휠,3
3460,휠클릭,1
3461,왼쪽,2
3462,키맵핑,2
3463,뻘,1
3464,리좀,1
3465,수능,2
3466,도구,4
3467,볼펜,1
3468,시험,2
3469,개사,1
3470,기아,1
3471,남월,1
3472,퇴치,1
3473,다방,1
3474,배우,7
3475,빙의,1
3476,열변,1
3477,핑정,1
3478,두지역,1
3479,트랜드,2
3480,플랫폼,1
3481,각기,1
3482,서도,2
3483,카트,2
3484,들보,1
3485,세계,1
3486,제작사,1
3487,왜안,1
3488,사단,1
3489,쟤,6
3490,쟤넨,1
3491,피드백,1
3492,인력,1
3493,임노,1
3494,함정,1
3495,마인드,7
3496,단합,2
3497,정논,1
3498,갈등,2
3499,인신공격,1
3500,코파,1
3501,면서,4
3502,자극,1
3503,롤부,1
3504,큐부,3
3505,훨,1
3506,백배,1
3507,시프트,2
3508,물첼,1
3509,첼찍겟,1
3510,상딸,1
3511,의상,1
3512,방배,4
3513,망햇,1
3514,프딱가,1
3515,지능,1
3516,넥필적용되,1
3517,안타,1
3518,경쟁력,1
3519,날로,3
3520,부모님,1
3521,대출,1
3522,넣기,1
3523,밸런싱,3
3524,갑,1
3525,주위,1
3526,겜창,1
3527,일맥상통,1
3528,집착,1
3529,쉐복,1
3530,사본,1
3531,적도,8
3532,키보드꼽,1
3533,꼽으,1
3534,낭패,1
3535,파니,2
3536,쥐똥,1
3537,극도,1
3538,리스트,1
3539,지역별,4
3540,시궁창,1
3541,어딧,2
3542,이돈,2
3543,끽해야,1
3544,용돈,1
3545,런칭할,1
3546,겨냥,1
3547,런칭했다,1
3548,펑펑,1
3549,어딧다,1
3550,국한,1
3551,주류,10
3552,행보,1
3553,괴리감,1
3554,슈챌쯤,1
3555,가야,2
3556,본기,2
3557,정신승리,1
3558,반쪽,4
3559,빡센것,2
3560,브레인,1
3561,안이,2
3562,이아,1
3563,노느분,1
3564,슈챔이,1
3565,부족함,3
3566,근거,5
3567,킬리안음박페,1
3568,능슉,1
3569,해달,1
3570,킬리안음박페님,1
3571,목숨,2
3572,겁,1
3573,비단,1
3574,콘트롤러,1
3575,더독,1
3576,선수단,1
3577,강팀,1
3578,욕심,2
3579,프리미어,1
3580,하부,1
3581,유심,1
3582,직감,1
3583,닭,1
3584,비주류,7
3585,화합,1
3586,및핑별,1
3587,데님,1
3588,라그,3
3589,서나,1
3590,우도,2
3591,횡침패침,1
3592,스탠,1
3593,딩,1
3594,공시,1
3595,소유,2
3596,필,1
3597,한정,3
3598,비합리적,1
3599,탈피,1
3600,반년,1
3601,후자,2
3602,드론,1
3603,본사,2
3604,오프라인,2
3605,로키,2
3606,건의,2
3607,슛각,3
3608,숨기,1
3609,오타쿠,1
3610,구려,2
3611,다중,3
3612,고집,2
3613,도키,2
3614,대책,4
3615,진짜진짜,1
3616,존중,3
3617,이윤,2
3618,창렬인건,1
3619,합의,6
3620,재능,2
3621,논,2
3622,거가,1
3623,부작용,5
3624,취급,2
3625,존립,1
3626,불평등,2
3627,공정,5
3628,산다,2
3629,고해,2
3630,앞서서,1
3631,수의,1
3632,절대값,2
3633,계산법,1
3634,한테라,1
3635,영역,2
3636,솔랭,6
3637,메이저,2
3638,지구,1
3639,평등,3
3640,해석,1
3641,공평,2
3642,박사모,1
3643,태극기,1
3644,부대,1
3645,축구화,7
3646,운동화,3
3647,피셜떳다,1
3648,썰전,1
3649,할껄,1
3650,덴,1
3651,껄,1
3652,선동,4
3653,물첼딱,1
3654,느바,1
3655,순경,5
3656,펙트,1
3657,임키,2
3658,분배,1
3659,떄문,2
3660,반발,6
3661,북한,2
3662,포르쉔데,1
3663,길거리,1
3664,아반떼,2
3665,타라,1
3666,책,4
3667,방향성,3
3668,격투게임,2
3669,레이싱게임,3
3670,자발,2
3671,초등학교,1
3672,배드민턴,1
3673,탁구,1
3674,펜홀더,1
3675,일면,1
3676,셰이크,1
3677,핸드,1
3678,찬반,2
3679,말일,1
3680,칼전,1
3681,꽈,1
3682,마삼,1
3683,하나고,1
3684,시공,1
3685,트래픽,3
3686,사용자,1
3687,해소,3
3688,관전,2
3689,쭈욱,2
3690,접근,1
3691,임애,1
3692,당초,3
3693,인척,1
3694,낼,3
3695,보완,3
3696,악습관,1
3697,하나로,2
3698,음식,2
3699,먹기,1
3700,치자,1
3701,젓가락,1
3702,숟가락,1
3703,포크,1
3704,자랭,6
3705,자경,1
3706,챔프,4
3707,상실,1
3708,몰리,1
3709,변질,1
3710,지상,1
3711,낙원,1
3712,기레기,1
3713,불씨,1
3714,청각장애,3
3715,귀가,1
3716,소닉,1
3717,레이더,1
3718,치팅,1
3719,거부,4
3720,귀,2
3721,수단,1
3722,경찰,2
3723,여자,3
3724,체력,2
3725,팔굽혀펴기,1
3726,무릎,1
3727,채점,1
3728,공문,2
3729,발송,2
3730,창의,3
3731,등기,1
3732,당분간,1
3733,피신,1
3734,잘만,2
3735,테,1
3736,사이렌,2
3737,아모,1
3738,개별,1
3739,가설,1
3740,키세팅,1
3741,다양성,2
3742,더비,1
3743,능가,1
3744,어드정도,1
3745,파트너,2
3746,거르셈팀갈중,1
3747,기생,1
3748,전하,2
3749,순인,1
3750,엇음,1
3751,도하,3
3752,삔또상하,1
3753,잠수,1
3754,패임,1
3755,빅데이터,2
3756,소개팅,1
3757,폭탄,1
3758,결혼,1
3759,마당,2
3760,사이버,1
3761,이치,1
3762,파파,1
3763,디,5
3764,주변,1
3765,위주,3
3766,해나,1
3767,움직,2
3768,지름,1
3769,핑차이,2
3770,신뢰,1
3771,아이폰,1
3772,갤럭시,1
3773,견,2
3774,꿀빨,3
3775,맨날꼬우,1
3776,핑이상,1
3777,핑이,1
3778,챗,1
3779,퍼터효,1
3780,서재,1
3781,장사,1
3782,끌,3
3783,발악,1
3784,사라,2
3785,이식,4
3786,주변기기,2
3787,단점,6
3788,재밋,1
3789,청,1
3790,유교,1
3791,삼배,1
3792,구두,1
3793,부들,2
3794,개화,1
3795,상투,1
3796,일제,1
3797,불공평,3
3798,틀,3
3799,노인,1
3800,리부트,1
3801,업그레이드,1
3802,적용할땨,1
3803,유리천장,2
3804,혼합,1
3805,방송인,2
3806,네임드,2
3807,이상호,2
3808,데프트,1
3809,독자,1
3810,차이나,2
3811,경기도,2
3812,그래픽카드,3
3813,메인보드,1
3814,진자,2
3815,마넌,2
3816,빼앸,1
3817,기연,1
3818,럼,1
3819,속편,1
3820,켜둘때,1
3821,필자,1
3822,정성,1
3823,슈챌찍어봤,1
3824,빌드업과정,1
3825,워드,2
3826,다이소,2
3827,명중,2
3828,곤,1
3829,퍼터충들,1
3830,꿀,9
3831,명정,1
3832,게시,2
3833,물임쟤,1
3834,님말맞음,1
3835,불이익,2
3836,산이,2
3837,맨유,1
3838,지경,2
3839,천상계,2
3840,침패,1
3841,요시,1
3842,삐용,1
3843,이달고,1
3844,이두,2
3845,못하겟음,1
3846,지남,1
3847,처패,1
3848,숙련,3
3849,좃,1
3850,하락,4
3851,트라고,2
3852,신조어,1
3853,법임,1
3854,브래드,1
3855,존스,1
3856,미뇰레,1
3857,알리송,1
3858,재간,1
3859,논스톱,2
3860,서클,1
3861,무분별,1
3862,도공,1
3863,테니스,1
3864,왕자,1
3865,카존,1
3866,후리,1
3867,나노,1
3868,무빙,1
3869,강슛,1
3870,낭만,1
3871,난사,1
3872,장,3
3873,전략,3
3874,주최,1
3875,주사,3
3876,랜,1
3877,빠르기,1
3878,자존심,1
3879,상함,1
3880,갈드,1
3881,컵,1
3882,주제가,1
3883,새집,1
3884,냄새,1
3885,굼떠,1
3886,겜방,1
3887,못드가,1
3888,꺽,2
3889,수영장,1
3890,낵슨,1
3891,팝콘,1
3892,똥,3
3893,오줌,1
3894,깝침,1
3895,절대다수,2
3896,워리어,1
3897,찌끄레기,1
3898,홈페이지,9
3899,데니,1
3900,타당,1
3901,서서,1
3902,눌린,1
3903,얨병떰,1
3904,퍼센트,5
3905,만만,1
3906,등안,1
3907,매핑,1
3908,유연성,1
3909,판국,1
3910,화제,1
3911,세대,1
3912,편입,1
3913,대리,1
3914,분별,1
3915,여자친구,1
3916,체,1
3917,오피셜,2
3918,비난,1
3919,정치,1
3920,챔스슈챔,1
3921,해택아님,1
3922,히키,1
3923,게말,1
3924,성적,4
3925,회로,2
3926,도무지,1
3927,말로,2
3928,중요성,1
3929,작일,1
3930,꺼냇는,1
3931,아빠,1
3932,속력,1
3933,산,2
3934,이외,1
3935,다른사람,1
3936,메가드라이브,2
3937,전작,1
3938,인터네셔널,1
3939,게임보이,1
3940,패미컴,1
3941,보급,5
3942,불법복제,1
3943,판매량,1
3944,바닥,1
3945,차기작,1
3946,독점,2
3947,발매,1
3948,절망,1
3949,명의,5
3950,레이싱,3
3951,격투,1
3952,포트,2
3953,나이트,2
3954,소요,1
3955,메시,2
3956,크로스오버,1
3957,침,1
3958,쐐기,1
3959,열폭,1
3960,충색,1
3961,시구,1
3962,퇴장,1
3963,익명,3
3964,진화,1
3965,폐,1
3966,팀캐,3
3967,미인,1
3968,진성,1
3969,팬,1
3970,팀별,1
3971,발차,1
3972,그땐,2
3973,아드리아누,1
3974,닥치고,2
3975,페미,4
3976,두발,1
3977,불법,3
3978,참전,1
3979,중단,2
3980,남여,1
3981,남성,1
3982,딸,2
3983,밌겟다,1
3984,지장,2
3985,합리화,1
3986,함월,1
3987,가늠,2
3988,실질,1
3989,자기개발,1
3990,쿵쾅,2
3991,리나,1
3992,인구,1
3993,적기,1
3994,망치,1
3995,어드밴티지,2
3996,로움,1
3997,암기,1
3998,연쇄,1
3999,금지,2
4000,길이,2
4001,랭크티어,1
4002,장인,1
4003,보더,1
4004,상하,1
4005,책임,2
4006,가선,1
4007,줄놈,1
4008,쇼,2
4009,듭니,1
4010,첼딱,1
4011,빼,1
4012,줄리,1
4013,혜택,2
4014,도나,1
4015,지부리,1
4016,발상,1
4017,하래,1
4018,어쩌피,3
4019,씌발,1
4020,겜쫌,1
4021,캔,1
4022,슬하,1
4023,쌉가능키컨,1
4024,뷴,1
4025,위기,1
4026,투기,1
4027,종결,2
4028,범위,2
4029,동등,6
4030,통일,1
4031,버프,3
4032,비응신,1
4033,빠참,3
4034,만드나,1
4035,귀차니즘,1
4036,분리수거,1
4037,바페,1
4038,바디,1
4039,페인,1
4040,키도드,1
4041,해봣자,1
4042,븅신같,1
4043,외로,1
4044,누칼협,2
4045,구체,1
4046,구리,1
4047,카페,1
4048,아구,1
4049,남초,1
4050,커뮤,1
4051,노모,2
4052,유모,3
4053,참가,2
4054,바꿧는데,1
4055,심력,1
4056,소모,2
4057,박해,1
4058,배척,1
4059,싸우지마,1
4060,권리,3
4061,매석,1
4062,방만,1
4063,고오,1
4064,씹덕,3
4065,중하,1
4066,취직,1
4067,회의,1
4068,블리자드,1
4069,자전거,1
4070,시합,3
4071,오토바이,1
4072,고온,1
4073,애가,1
4074,컴퓨터게임,1
4075,칭한다,2
4076,타표,1
4077,표,2
4078,혼동,1
4079,주의,2
4080,분신,1
4081,늬,1
4082,양학러,1
4083,심해,2
4084,지긋지긋,1
4085,집단,3
4086,희소식,1
4087,본계,1
4088,자살골,1
4089,분도,3
4090,눈앞,1
4091,한국인,1
4092,협박,2
4093,일절,1
4094,다음턴,1
4095,낯선,1
4096,사회생활,1
4097,서론,2
4098,승도,1
4099,빡통아나똥컴,1
4100,이이이,1
4101,개인실,1
4102,집안,1
4103,쪼,1
4104,죽겠네,2
4105,섭리,1
4106,응애,1
4107,태어남,1
4108,해지니,1
4109,흥선대원군,1
4110,문,1
4111,마트,1
4112,특권,1
4113,아무나,1
4114,출신,1
4115,힐수,1
4116,적응도,2
4117,착각,3
4118,반영은,1
4119,염두,1
4120,코스프레,2
4121,구역,1
4122,요하,1
4123,키미니스트,2
4124,람보,1
4125,드루,1
4126,장연,1
4127,장애,2
4128,이정상,1
4129,시위,1
4130,위력,1
4131,잘뺐드,1
4132,베이스,1
4133,쥰내,1
4134,쿠르투,1
4135,레비,1
4136,시로,2
4137,학생,1
4138,직장,1
4139,짬,1
4140,임시,1
4141,필름,1
4142,카메라,1
4143,디카,1
4144,코닥,1
4145,어쩌겠,1
4146,흑인,2
4147,백인,2
4148,페미니스트,1
4149,풋,3
4150,드셧,1
4151,투척,1
4152,원함,1
4153,오냐,1
4154,살살,2
4155,두려움,1
4156,부조리,1
4157,공허,1
4158,듭니다제,1
4159,건강,2
4160,아가리,3
4161,우승자,1
4162,빌드업,4
4163,돌진,1
4164,전환,10
4165,슈챌유저,1
4166,어드밴티,1
4167,터닝등,1
4168,투성이,1
4169,왜함,1
4170,선결,1
4171,불가항력,2
4172,써봣는데,1
4173,쪽임,1
4174,재밋음,1
4175,키감,2
4176,종류,1
4177,권호,1
4178,몬헌,1
4179,류,1
4180,햇음,1
4181,살이,1
4182,윈도우,1
4183,됫을거임뭐,1
4184,국영,1
4185,할배,1
4186,이유나,1
4187,임패,1
4188,군대,2
4189,군가산점,1
4190,어리광,1
4191,려고,3
4192,청축,1
4193,축,2
4194,체리,1
4195,에손,1
4196,엄지손가락,2
4197,굳은살,1
4198,요전,1
4199,지문,1
4200,어케됨,1
4201,달라짐,1
4202,키압다르,1
4203,시야,2
4204,스펙,1
4205,피씨,1
4206,비아,1
4207,아시안,1
4208,종목,1
4209,최정,1
4210,줫,3
4211,온라인게임,4
4212,동일,1
4213,게임상,1
4214,님말,1
4215,질감,1
4216,트련,1
4217,빼애,1
4218,애액,1
4219,대못,1
4220,만이,1
4221,인애,1
4222,조장,1
4223,질적,2
4224,뒷전,1
4225,고서,1
4226,전제,1
4227,줜나,1
4228,가원,1
4229,로직,1
4230,학도,1
4231,지배,1
4232,선민의식,1
4233,우월,1
4234,첼린저,2
4235,이임,2
4236,좀왜,1
4237,장함,1
4238,시비,1
4239,길티기어,1
4240,킹오파,1
4241,카트라이더,1
4242,동물,2
4243,팀때,1
4244,스위퍼,2
4245,쌔컨볼,1
4246,골결,1
4247,우주,1
4248,사랑,2
4249,빨갱이,1
4250,공산당,1
4251,다수결,1
4252,원칙,1
4253,공익,1
4254,사상,1
4255,종식,1
4256,드림,2
4257,이그,1
4258,팬심,3
4259,충련,1
4260,왜해,2
4261,제각각,1
4262,눌림,1
4263,결과물,1
4264,투윈,2
4265,페이투윈,1
4266,백도,1
4267,컵라면,1
4268,용소,1
4269,비속어,1
4270,빈도,3
4271,돌,2
4272,차기,4
4273,스택,2
4274,차후,1
4275,연령,1
4276,간접,1
4277,물음표,1
4278,산술,1
4279,일말,1
4280,공고,1
4281,애색,1
4282,짓말,1
4283,주자,1
4284,갈라치,1
4285,민족성,1
4286,남북,1
4287,민족,1
4288,천룡,1
4289,다이아,2
4290,브론즈,1
4291,방씨,1
4292,샛기들,1
4293,개이득,1
4294,정설,2
4295,공략,2
4296,내의,2
4297,새우,1
4298,위안,1
4299,열성,1
4300,스탠스,1
4301,후진,1
4302,용주사,1
4303,윰,4
4304,부탁,1
4305,램,2
4306,배알,1
4307,치부,1
4308,이기주의,1
4309,궤변,1
4310,이재명,2
4311,대장동,1
4312,탕해,1
4313,애시,2
4314,접점,1
4315,갈망,1
4316,슈챔분,1
4317,것좀,1
4318,핫키,1
4319,맵핑이제,1
4320,눌렸는데,1
4321,댄스,1
4322,한다해,1
4323,슈챔찍먹,1
4324,답시고,1
4325,걸레,2
4326,덕지덕지,1
4327,유년기,1
4328,두루,1
4329,호환성,1
4330,뻔,2
4331,자처,1
4332,혐,2
4333,여성,3
4334,주차장,1
4335,깜빡,1
4336,환상,2
4337,마셈,1
4338,놈임,1
4339,생략,2
4340,티키,1
4341,코좀,1
4342,자부심,1
4343,함저,1
4344,대하,1
4345,갑론,1
4346,임나,1
4347,반감,1
4348,봄그,1
4349,모이,1
4350,썻으,1
4351,전례,1
4352,중수,1
4353,바배,1
4354,해외,1
4355,스파,1
4356,킹오브,1
4357,겜키,1
4358,광기,1
4359,웃,1
4360,정시,1
4361,주머니,1
4362,멘트,1
4363,전통,1
4364,피시,1
4365,주도,1
4366,선전,2
4367,환의,1
4368,즉슨,1
4369,위닝일레븐,1
4370,고하,1
4371,역임,2
4372,핸들,1
4373,탕수육,2
4374,부어,1
4375,파가,1
4376,동남아,1
4377,우현,1
4378,마쇼,1
4379,업무,1
4380,순삭,1
4381,활,1
4382,용도,1
4383,앞옆,1
4384,댐,3
4385,번임,1
4386,곡선,1
4387,큐늘렀을때,1
4388,로커,1
4389,로또,1
4390,딜레이,1
4391,할떄,1
4392,테크노,1
4393,월드컵,6
4394,슛임,1
4395,정확도,1
4396,대쪽,1
4397,초록색,1
4398,휘,1
4399,게좀,1
4400,글쎄,1
4401,앞뒤,1
4402,볼라,2
4403,플릭,2
4404,키컨키,1
4405,뻇다,1
4406,도리,1
4407,맨드,2
4408,별표,1
4409,마로,1
4410,애로,1
4411,커멘드,1
4412,글쎄요,1
4413,버프되,1
4414,빡셈,2
4415,뻇길,1
4416,망각,1
4417,사망,1
4418,보닌,1
4419,버는중,1
4420,하강,1
4421,음문,1
4422,기재,1
4423,소식,2
4424,제보,1
4425,땡큐,1
4426,알빠,1
4427,갈사,1
4428,장소,1
4429,내알빠,1
4430,배급,1
4431,원정,1
4432,출장,1
4433,핑문제,1
4434,자임,1
4435,판교,1
4436,거치,1
4437,슛팅,2
4438,더볼,2
4439,이키,1
4440,컨,1
4441,맥락,1
4442,등신,1
4443,줮,2
4444,사재기,2
4445,가다가,1
4446,사자,1
4447,저면,1
4448,이제야,1
4449,후회,2
4450,무리,1
4451,로봇,1
4452,넥필보,1
4453,아이템,1
4454,세부,5
4455,놀부,1
4456,칭,1
4457,이어도,1
4458,후보,1
4459,어쩐지,2
4460,아라우,1
4461,고제,1
4462,이력,2
4463,꿀밤,1
4464,싀벌,2
4465,싀벌존,1
4466,님덜,1
4467,원점,1
4468,유튜버,2
4469,출시일,1
4470,개방,1
4471,진국,1
4472,근황,1
4473,성병,1
4474,창궐,1
4475,도쿄,5
4476,매독,9
4477,확산,4
4478,실시,4
4479,김태균,3
4480,번역,1
4481,글씨,1
4482,인쇄,1
4483,신주쿠,1
4484,치카,4
4485,감염,5
4486,코로나,1
4487,전역,1
4488,긴급,2
4489,선포,1
4490,가운데,3
4491,유흥가,1
4492,신주쿠구,4
4493,가부키초,1
4494,마스크,1
4495,도쿄도,5
4496,시민,1
4497,외출,1
4498,자제,1
4499,당부,1
4500,연합뉴스,1
4501,환자,3
4502,급증,1
4503,나흘,1
4504,공영,1
4505,스미다구,2
4506,다마,3
4507,도내,1
4508,지난해,2
4509,남성은,1
4510,플라자,1
4511,지아,1
4512,산업,1
4513,회관,1
4514,상공회의소,1
4515,파르테논,1
4516,캡처,1
4517,사전,1
4518,예약,1
4519,주소,1
4520,당일,1
4521,접촉,6
4522,세균,1
4523,감염증,1
4524,전신,1
4525,발진,2
4526,림프샘,1
4527,부종,1
4528,음부,1
4529,궤양,1
4530,치료,1
4531,심장,1
4532,증상,1
4533,연간,2
4534,번화가,1
4535,신주쿠역,1
4536,기자,2
4537,태평양,1
4538,패전,1
4539,기승,1
4540,항생제,1
4541,정점,1
4542,세로,1
4543,소셜미디어,1
4544,성관계,1
4545,추정,2
4546,성,2
4547,접대,1
4548,종사,1
4549,세도,1
4550,신들,2
4551,발도,1
4552,빡종,1
4553,될떄,1
4554,은근,1
4555,짤렸,1
4556,노미,2
4557,발베,1
4558,부레,1
4559,넥발롬들,1
4560,넥발럼,1
4561,권,1
4562,나락갑니,1
4563,머징,1
4564,돌리지,3
4565,낙하,2
4566,세미,2
4567,점임,1
4568,뭣모르,1
4569,나락,2
4570,맛탱,1
4571,터주,1
4572,달도,1
4573,못하겟,1
4574,장염,1
4575,윈터,1
4576,캠프,1
4577,미등록,1
4578,래서,1
4579,납치,4
4580,본전,1
4581,법좀,1
4582,대기실,1
4583,티남,1
4584,이중,1
4585,불평,1
4586,상당,1
4587,조사,3
4588,어유,1
4589,느꼇던것들,1
4590,디테일,2
4591,리지,2
4592,널,2
4593,참조,1
4594,스페셜,3
4595,레버쿠젠,1
4596,디아비,1
4597,프림,1
4598,퐁,1
4599,모래주머니,1
4600,나중,3
4601,지인피셜,1
4602,박빙,2
4603,결,1
4604,쎼지거,1
4605,러쉬,1
4606,목요일,1
4607,그저께,1
4608,쩐다,1
4609,장작,1
4610,공포,1
4611,판좀,1
4612,무거워,1
4613,셔,1
4614,나유,1
4615,이류,1
4616,시스터,1
4617,팀등,1
4618,관여,1
4619,부디,1
4620,오해,2
4621,노트,1
4622,분류,1
4623,모사,1
4624,실감,1
4625,균형,2
4626,나은,1
4627,한텐,1
4628,투게더,3
4629,업로드,1
4630,거뭐임,1
4631,상대등,2
4632,리더,1
4633,오케이,1
4634,수쿠,1
4635,평,1
4636,꼴링,1
4637,해지,1
4638,신청,1
4639,버근가,1
4640,점때,1
4641,티좀,1
4642,밤길,1
4643,오기,1
4644,상해,1
4645,존버,1
4646,김치,2
4647,단말,1
4648,온갖,1
4649,툴,1
4650,간주,1
4651,천국,1
4652,고핑,3
4653,만월,1
4654,통신망,1
4655,독립,1
4656,동기화,1
4657,성과,1
4658,부라,1
4659,약사,2
4660,노하우,1
4661,쪽지,3
4662,윤창,8
4663,아프리카,3
4664,야간,2
4665,에펜베르크,1
4666,페리,7
4667,그나,5
4668,브리,5
4669,컷팅,1
4670,포스트,1
4671,골기퍼,5
4672,군데,1
4673,로주,1
4674,파포트스,1
4675,보아텡,1
4676,라울,1
4677,메네스,1
4678,한명인,1
4679,바짝,1
4680,발락,2
4681,친후,1
4682,향,1
4683,구나,1
4684,이듭,1
4685,긴장,1
4686,줄때,1
4687,마스터,2
4688,계,2
4689,전과,1
4690,독감,1
4691,감기,1
4692,시청,2
4693,후방,1
4694,섭종안,1
4695,짤꼭,1
4696,이스포츠,1
4697,종은,1
4698,있으묀,1
4699,잔,1
4700,섭종설,1
4701,안심,2
4702,은영,1
4703,종전,1
4704,실천,1
4705,중원,1
4706,페널안,1
4707,흠,1
4708,위협,1
4709,미사,1
4710,미로,1
4711,패사,1
4712,말종,1
4713,엮으,1
4714,발년,1
4715,국뽕,1
4716,면피,1
4717,졸라,1
4718,넥발럼들,1
4719,리해,1
4720,맘속,2
4721,우편,1
4722,토대,1
4723,별거,1
4724,유지니,1
4725,인대,1
4726,껑충,1
4727,미끄럼틀,1
4728,기후,1
4729,헨드폰,1
4730,의대,1
4731,공통,1
4732,호불호,1
4733,손흥민,1
4734,고정운,1
4735,지동원,1
4736,물레,1
4737,타고,2
4738,상급,1
4739,레알마드리드,1
4740,번쨰,1
4741,잉글랜드,1
4742,이상태,2
4743,뤼디거,1
4744,요렌테,1
4745,가레스,1
4746,베일,1
4747,위함,1
4748,비니,1
4749,주니어,1
4750,설,1
4751,나가시,1
4752,축겜빠,1
4753,올해,3
4754,꺾임,1
4755,개뻘글,1
4756,애증,1
4757,맞이,1
4758,새록새록,1
4759,한창,2
4760,모랭커,1
4761,킨거,1
4762,회원,1
4763,기피,3
4764,본의,1
4765,성지글,1
4766,일부분,1
4767,단도직입,1
4768,매장,2
4769,좀비,2
4770,쇼케이스,1
4771,형식,1
4772,유도로,1
4773,득,1
4774,갈이,1
4775,대망,1
4776,라가,1
4777,지식,1
4778,시벌,1
4779,핑때문,1
4780,못하겟다,1
4781,연습기,1
4782,이주,1
4783,감명,2
4784,일종,1
4785,조지,1
4786,전파,1
4787,현피,1
4788,자하,1
4789,갠,1
4790,베트남,1
4791,뇌피셜님,1
4792,오징어,1
4793,개성,1
4794,특색,1
4795,조직,1
4796,윙백,1
4797,로나,1
4798,안면,1
4799,한잔,1
4800,회포,1
4801,고차,1
4802,뭣,1
4803,주시,1
4804,포메팀,1
4805,질리,1
4806,개좃같네손,1
4807,개처,1
4808,발거,1
4809,화로,1
4810,스루,3
4811,최상,1
4812,썻,1
4813,난제,1
4814,뒤질떄,1
4815,슈챔권임,1
4816,고통,2
4817,찐슈챔,1
4818,프딱이,2
4819,영혼,1
4820,부서,1
4821,월첼,1
4822,원트,1
4823,퍼긴,1
4824,걸렷는데,1
4825,손목,1
4826,재업,1
4827,아이디어,1
4828,재도,1
4829,막차,1
4830,몰래,1
4831,백만,1
4832,토악질,1
4833,애무,1
4834,니미럴,1
4835,정우영,2
4836,천년,1
4837,어후,1
4838,에이전트,2
4839,매출,2
4840,아치,1
4841,섭종때,1
4842,환불,1
4843,오피,1
4844,질때,1
4845,벌,1
4846,대체로,1
4847,첼뮌헨,1
4848,역함,1
4849,읍니,1
4850,얼티,1
4851,병행,1
4852,개취,2
4853,물리엔진,1
4854,탕,1
4855,성은,1
4856,주마,2
4857,소규모,1
4858,마일,1
4859,스톤,1
4860,실사,1
4861,드뭄,1
4862,텀을두,1
4863,깡,1
4864,히어로,1
4865,팩,4
4866,도노반,1
4867,스배,3
4868,비슷,1
4869,웹페이지,1
4870,이벤,1
4871,예선,1
4872,마구잡이,1
4873,무관,1
4874,줫밥,1
4875,번작,1
4876,안티,1
4877,치트,1
4878,디디,1
4879,드록바,2
4880,말디니,1
4881,반페르시,1
4882,직,1
4883,드롭,1
4884,대응,4
4885,자세,1
4886,대처,1
4887,부랴부랴,3
4888,표명,1
4889,순식간,1
4890,떡락장,1
4891,쥐뿔,1
4892,뭐건,1
4893,피하,1
4894,세긴,1
4895,학습,1
4896,난관,1
4897,뮤슨,1
4898,촥촥감기,1
4899,뽕,1
4900,계급,1
4901,챔피언쉽,2
4902,텍틱스,2
4903,실용,2
4904,만포,1
4905,누굴,1
4906,국민,2
4907,부상,1
4908,병동,1
4909,구성은,1
4910,얼추,1
4911,웬,1
4912,책상,1
4913,샤프,1
4914,후의,1
4915,조작성,1
4916,가드,2
4917,인터,1
4918,점프,1
4919,뜬공,1
4920,이동,2
4921,트래핑,1
4922,블로킹,1
4923,선정,2
4924,오프사이드,3
4925,동반,2
4926,파울로,1
4927,앵커맨,2
4928,적진,1
4929,취하,1
4930,체이싱,1
4931,어시스트,1
4932,완화,1
4933,리플레이,2
4934,연출,3
4935,관객,1
4936,타월,1
4937,언어,1
4938,착지,1
4939,부자연,2
4940,이얼,1
4941,플랜,2
4942,적페팀,1
4943,갈기,1
4944,라며,1
4945,에디,1
4946,가구,1
4947,감고,1
4948,현무,1
4949,충비,1
4950,한주,1
4951,맛저,1
4952,평타,1
4953,적극성,1
4954,낮췃,1
4955,더니,1
4956,찬가,1
4957,최곤듯,1
4958,사람인,1
4959,십초,1
4960,여름,1
4961,마네,1
4962,케,1
4963,저능,1
4964,감퇴,1
4965,미드필더,1
4966,감차각,1
4967,고원,1
